id,line,type,equipmentlength,scac
2305,SWIFT/HAPAG,RF 40FT,40FT,HLCU
2082,SWIFT/HAPAG,ST 20FT,20FT,HLCU
2083,SWIFT/HAPAG,ST 40FT,40FT,HLCU
131,TOP OCEAN/PABV/PRESIDENTIAL LN,ALL,ALL,PABV
71,TRIPLE CROWN,ALL,ALL,TCSZ
32,TURKON,ALL,ALL,TURK
1539,TURKON CONTAINER,CH 20FT,20FT,TRKU
1540,TURKON CONTAINER,CH 40FT,40FT,TRKU
1541,TURKON CONTAINER,FR 20FT,20FT,TRKU
1542,TURKON CONTAINER,FR 40FT,40FT,TRKU
1543,TURKON CONTAINER,HC 40FT,40FT,TRKU
1544,TURKON CONTAINER,OT 20FT,20FT,TRKU
1545,TURKON CONTAINER,OT 40FT,40FT,TRKU
1546,TURKON CONTAINER,RF 20FT,20FT,TRKU
1547,TURKON CONTAINER,RF 40FT,40FT,TRKU
1548,TURKON CONTAINER,ST 20FT,20FT,TRKU
1549,TURKON CONTAINER,ST 40FT,40FT,TRKU
2469,UMAX,ST 53FT,53FT,UMAX
34,UNITED ARAB,ALL,ALL,UACU
1550,UNITED ARAB SHIPPING,CH 20FT,20FT,UASC
1551,UNITED ARAB SHIPPING,CH 40FT,40FT,UASC
1552,UNITED ARAB SHIPPING,FR 20FT,20FT,UASC
1553,UNITED ARAB SHIPPING,FR 40FT,40FT,UASC
1554,UNITED ARAB SHIPPING,HC 40FT,40FT,UASC
1555,UNITED ARAB SHIPPING,OT 20FT,20FT,UASC
1556,UNITED ARAB SHIPPING,OT 40FT,40FT,UASC
1557,UNITED ARAB SHIPPING,RF 40FT,40FT,UASC
1558,UNITED ARAB SHIPPING,ST 20FT,20FT,UASC
1559,UNITED ARAB SHIPPING,ST 40FT,40FT,UASC
1560,UNITED ARAB SHIPPING ,RF 20FT,20FT,UASC
1682,UNKNOWN,ALL,ALL,UNK
1561,US  LINES,ST 20FT,20FT,USLU
1562,US LINES,FR 20FT,20FT,USLU
1563,US LINES,FR 40FT,40FT,USLU
1564,US LINES,HC 40FT,40FT,USLU
1565,US LINES,HC 45FT,45FT,USLU
1566,US LINES,OT 20FT,20FT,USLU
1567,US LINES,OT 40FT,40FT,USLU
1568,US LINES,RF 20FT,20FT,USLU
1569,US LINES,RF 40FT,40FT,USLU
1570,US LINES,ST 40FT,40FT,USLU
1571,WAN HAI LINES,CH 20FT,20FT,WHLC
1572,WAN HAI LINES,CH 40FT,40FT,WHLC
1573,WAN HAI LINES,CH 45FT,45FT,WHLC
1574,WAN HAI LINES,FR 20FT,20FT,WHLC
1575,WAN HAI LINES,FR 40FT,40FT,WHLC
1576,WAN HAI LINES,FR 45FT,45FT,WHLC
1577,WAN HAI LINES,HC 40FT,40FT,WHLC
1578,WAN HAI LINES,HC 45FT,45FT,WHLC
1579,WAN HAI LINES,OT 20FT,20FT,WHLC
1580,WAN HAI LINES,OT 40FT,40FT,WHLC
1581,WAN HAI LINES,OT 45FT,45FT,WHLC
1582,WAN HAI LINES,RF 20FT,20FT,WHLC
1583,WAN HAI LINES,RF 40FT,40FT,WHLC
1584,WAN HAI LINES,ST 20FT,20FT,WHLC
1585,WAN HAI LINES,ST 40FT,40FT,WHLC
59,WERNER-MSC,ALL,ALL,MSCU
1586,WESTWOOD LINES,FR 20FT,20FT,WWSU
1587,WESTWOOD LINES,FR 40FT,40FT,WWSU
1588,WESTWOOD LINES,HC 40FT,40FT,WWSU
1589,WESTWOOD LINES,OT 20FT,20FT,WWSU
1590,WESTWOOD LINES,OT 40FT,40FT,WWSU
1591,WESTWOOD LINES,ST 20FT,20FT,WWSU
1592,WESTWOOD LINES,ST 40FT,40FT,WWSU
8,YANG MING,ALL,ALL,YMLU
1595,YANG MING LINE,CH 20FT,20FT,YMLU
1596,YANG MING LINE,CH 40FT,40FT,YMLU
1597,YANG MING LINE,CH 45FT,45FT,YMLU
1598,YANG MING LINE,FR 20FT,20FT,YMLU
1599,YANG MING LINE,FR 40FT,40FT,YMLU
1600,YANG MING LINE,FR 45FT,45FT,YMLU
1601,YANG MING LINE,HC 40FT,40FT,YMLU
1602,YANG MING LINE,HC 45FT,45FT,YMLU
1603,YANG MING LINE,OT 20FT,20FT,YMLU
1604,YANG MING LINE,OT 40FT,40FT,YMLU
1605,YANG MING LINE,OT 45FT,45FT,YMLU
1606,YANG MING LINE,RF 20FT,20FT,YMLU
1607,YANG MING LINE,RF 40FT,40FT,YMLU
1608,YANG MING LINE,RF 45FT,45FT,YMLU
1609,YANG MING LINE,ST 20FT,20FT,YMLU
1610,YANG MING LINE,ST 40FT,40FT,YMLU
1611,YANG MING LINE,TANK 20FT,20FT,YMLU
1612,YANG MING LINE,TANK 40FT,40FT,YMLU
1613,YANG MING LINE,TANK 45FT,45FT,YMLU
1614,YANG MING LINE,TRI CH 20FT,20FT,YMLU
1615,ZIM LINE,CH 20FT,20FT,ZIMU
1616,ZIM LINE,CH 40FT,40FT,ZIMU
1617,ZIM LINE,CH 45FT,45FT,ZIMU
1618,ZIM LINE,FR 20FT,20FT,ZIMU
1619,ZIM LINE,FR 40FT,40FT,ZIMU
1620,ZIM LINE,FR 45FT,45FT,ZIMU
1621,ZIM LINE,HC 40FT,40FT,ZIMU
1622,ZIM LINE,HC 45FT,45FT,ZIMU
1623,ZIM LINE,OT 20FT,20FT,ZIMU
1624,ZIM LINE,OT 40FT,40FT,ZIMU
1625,ZIM LINE,OT 45FT,45FT,ZIMU
1626,ZIM LINE,RF 20FT,20FT,ZIMU
1627,ZIM LINE,RF 40FT,40FT,ZIMU
1628,ZIM LINE,RF 45FT,45FT,ZIMU
1629,ZIM LINE,ST 20FT,20FT,ZIMU
1630,ZIM LINE,ST 40FT,40FT,ZIMU
1631,ZIM LINE,TANK 20FT,20FT,ZIMU
1632,ZIM LINE,TANK 40FT,40FT,ZIMU
1633,ZIM LINE,TANK 45FT,45FT,ZIMU
31,ZIM LINES,ALL,ALL,ZIMU
